CountryCode,SeriesCode,DESCRIPTION
"CYP","SL.TLF.ACTI.1524.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","NY.GNP.PCAP.KN","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","SL.TLF.ADVN.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.BASC.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","NY.GNP.PCAP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","SL.TLF.BASC.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","IT.NET.BBND.P2","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation."
"CYP","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","NY.GNP.PCAP.CN","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","NE.CON.PRVT.PC.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","SL.UEM.ADVN.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.ADVN.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CYP","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"CYP","SP.POP.GROW","Data source: United Nations World Population Prospects"
"CYP","IT.CEL.SETS","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation."
"CYP","SP.DYN.TO65.FE.ZS","Including Northern-Cyprus."
"CYP","IT.CEL.SETS.P2","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation."
"CYP","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"CYP","SP.POP.BRTH.MF","Including Northern-Cyprus."
"CYP","SP.DYN.TO65.MA.ZS","Including Northern-Cyprus."
"CYP","IT.MLT.MAIN.P2","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation."
"CYP","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"CYP","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CYP","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CYP","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CYP","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Northern-Cyprus."
"CYP","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"CYP","SP.POP.65UP.TO.ZS","Including Northern-Cyprus."
"CYP","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CYP","SP.POP.TOTL.FE.ZS","Including Northern-Cyprus."
"CYP","SP.POP.TOTL.MA.ZS","Including Northern-Cyprus."
"CYP","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CYP","SP.POP.65UP.MA.ZS","Including Northern-Cyprus."
"CYP","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CYP","SP.POP.65UP.FE.ZS","Including Northern-Cyprus."
"CYP","SP.POP.1564.TO.ZS","Including Northern-Cyprus."
"CYP","IT.MLT.MAIN","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation."
"CYP","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"CYP","SP.POP.1564.MA.ZS","Including Northern-Cyprus."
"CYP","SP.POP.1564.FE.ZS","Including Northern-Cyprus."
"CYP","SP.POP.0014.FE.ZS","Including Northern-Cyprus."
"CYP","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","NY.GNP.PCAP.KD.ZG","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","SP.POP.0014.MA.ZS","Including Northern-Cyprus."
"CYP","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CYP","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"CYP","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"CYP","SL.TLF.ADVN.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). Source: Passenger Survey, conducted by the Statistical Service of Cyprus."
"CYP","SL.TLF.ADVN.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.1524.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"CYP","SP.POP.0014.TO.ZS","Including Northern-Cyprus."
"CZE","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","IT.MLT.MAIN.P2","Ministry of Economy. Czech Telecommunication Office."
"CZE","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CZE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"CZE","SP.DYN.TFRT.IN","Data source: Eurostat, Czech Statistical Office"
"CZE","IT.CEL.SETS.P2","Ministry of Economy. Czech Telecommunication Office."
"CZE","IT.NET.BBND.P2","Ministry of Economy. Czech Telecommunication Office."
"CZE","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistical Year Book, Czech Statistical Office"
"CZE","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","IT.NET.BBND","Ministry of Economy. Czech Telecommunication Office."
"CZE","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CZE","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"CZE","SP.DYN.CBRT.IN","Data source: Eurostat"
"CZE","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CZE","SM.POP.NETM","Data source: United Nations World Population Prospects"
"CZE","IT.MLT.MAIN","Ministry of Economy. Czech Telecommunication Office."
"CZE","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistical Year Book, Czech Statistical Office"
"CZE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"CZE","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"CZE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"CZE","SP.DYN.CDRT.IN","Data source: Eurostat"
"CZE","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CZE","SP.POP.TOTL","Data source: Eurostat, Czech Statistical Office"
"CZE","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"CZE","IT.NET.USER.ZS","Ministry of Economy. Czech Telecommunication Office."
"CZE","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","IS.RRS.PASG.KM","Source: OECD"
"CZE","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CZE","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","IS.RRS.GOOD.MT.K6","Source: OECD"
"CZE","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","IT.CEL.SETS","Ministry of Economy. Czech Telecommunication Office."
"CZE","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. TSA of the Czech Republic. 2019: preliminary data."
"CZE","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","ST.INT.DPRT","Includes overnight visitors (tourists) only. Source: Domestic and Outbound Tourism Survey and TSA. Long trips + short trips."
"CZE","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CZE","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","SP.POP.GROW","Data source: Eurostat, Czech Statistical Office"
"CZE","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"CZE","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. Non-resident tourists staying in all types of accommodation establishments."
"DEU","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"DEU","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects, Germany Federal Statistical Office"
"DEU","IS.RRS.GOOD.MT.K6","Source: OECD"
"DEU","IS.RRS.PASG.KM","Source: OECD"
"DEU","ST.INT.DPRT","Includes overnight visitors (tourists) only. Source: Eurostat."
"DEU","IT.MLT.MAIN","Bundesnetzagentur (BNetzA, formerly Regulierungsbehörde für Telekommunikation und Post)."
"DEU","IT.NET.USER.ZS","Bundesnetzagentur (BNetzA, formerly Regulierungsbehörde für Telekommunikation und Post)."
"DEU","SM.POP.NETM","Data source: United Nations World Population Prospects"
"DEU","SP.DYN.CDRT.IN","Data source: Eurostat"
"DEU","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"DEU","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"DEU","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"DEU","SP.POP.TOTL","Data source: Eurostat, Federal Statistical Office"
"DEU","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"DEU","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"DEU","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects, Germany Federal Statistical Office"
"DEU","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","IT.CEL.SETS","Bundesnetzagentur (BNetzA, formerly Regulierungsbehörde für Telekommunikation und Post)."
"DEU","IT.NET.BBND.P2","Bundesnetzagentur (BNetzA, formerly Regulierungsbehörde für Telekommunikation und Post)."
"DEU","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"DEU","IT.CEL.SETS.P2","Bundesnetzagentur (BNetzA, formerly Regulierungsbehörde für Telekommunikation und Post)."
"DEU","SP.DYN.TFRT.IN","Data source: Eurostat, Germany Federal Statistical Office"
"DEU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"DEU","SP.POP.GROW","Data source: Eurostat, Federal Statistical Office"
"DEU","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","PA.NUS.FCRF","Data are reported in German marks until 1998, in euro from 1999."
"DEU","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","IT.NET.BBND","Bundesnetzagentur (BNetzA, formerly Regulierungsbehörde für Telekommunikation und Post)."
"DEU","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"DEU","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"DEU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"DEU","SP.DYN.CBRT.IN","Data source: Eurostat"
"DEU","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"DEU","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","IT.MLT.MAIN.P2","Bundesnetzagentur (BNetzA, formerly Regulierungsbehörde für Telekommunikation und Post)."
"DEU","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"DEU","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DEU","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"DJI","IT.MLT.MAIN","Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications."
"DJI","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt and short-term debt data for 2022 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of Paris Club debt restructuring agreement signed in 2008. DSSI eligible and participating in 2021 and 2022."
"DJI","SP.POP.GROW","Data source: United Nations World Population Prospects"
"DJI","IT.NET.USER.ZS","Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications."
"DJI","IT.NET.BBND","Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications."
"DJI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"DJI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"DJI","SM.POP.NETM","Data source: United Nations World Population Prospects"
"DJI","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"DJI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"DJI","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"DJI","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"DJI","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"DJI","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"DJI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"DJI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"DJI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"DJI","MS.MIL.XPND.CN","1978-1998 & 2006 SIPRI estimates."
"DJI","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"DJI","IT.MLT.MAIN.P2","Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications."
"DJI","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in hotels and similar establishments."
"DJI","MS.MIL.XPND.ZS","1978-1998 & 2006 SIPRI estimates."
"DJI","MS.MIL.XPND.CD","1978-1998 & 2006 SIPRI estimates."
"DJI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"DJI","IT.NET.BBND.P2","Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications."
"DJI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"DJI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. "
"DJI","MS.MIL.XPND.GD.ZS","1978-1998 & 2006 SIPRI estimates."
"DJI","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"DJI","IT.CEL.SETS.P2","Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications."
"DJI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"DJI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"DJI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"DJI","IT.CEL.SETS","Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications."
"DMA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"DMA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"DMA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"DMA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"DMA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"DMA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"DMA","IT.CEL.SETS","Telecommunications of Dominica Limited. From 2000: National Telecommunications Regulatory Commission (NTRC)."
"DMA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"DMA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"DMA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt data for 2022 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and participating in 2020 and 2021."
"DMA","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"DMA","IT.MLT.MAIN","Telecommunications of Dominica Limited. From 2000: National Telecommunications Regulatory Commission (NTRC)."
"DMA","SP.POP.GROW","Data source: United Nations World Population Prospects"
"DMA","IT.NET.USER.ZS","Telecommunications of Dominica Limited. From 2000: National Telecommunications Regulatory Commission (NTRC)."
"DMA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"DMA","IT.NET.BBND","Telecommunications of Dominica Limited. From 2000: National Telecommunications Regulatory Commission (NTRC)."
